time,width
0.05,27
0.1,31
0.15,34
0.2,31
0.25,33
0.3,30
0.35,25
0.4,28
0.45,30
0.5,32
0.55,27
0.6,31
0.65,31
0.7,33
0.75,32
0.8,33
0.85,29
0.9,31
0.95,33
